,0,1,2
0,1.0214426517486572,1e+100,0.0
1,2.0080020427703857,1e+100,2184.0381010618357
2,2.3575985431671143,2197.578000454312,2184.1022130738434
3,2.4077210426330566,2197.578000454312,2184.1142913831395
4,3.724116325378418,2197.578000454312,2184.172271404486
5,3.77420711517334,2197.578000454312,2184.715931096084
6,3.808732271194458,2197.578000454312,2184.7462583190427
7,3.8985745906829834,2197.578000454312,2184.7462583190445
8,3.957545280456543,2197.578000454312,2185.369902362596
9,4.133918523788452,2193.078269877869,2191.727885996137
